CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,cluster,persona,pc1,pc2,country,avg_basket,tenure_days,annualized_clv_proxy
15465,20,18,7354.62,4,5,5,455,Champions,2,VIP B2B Accounts,3.035261445622838,-0.09728319082520935,United Kingdom,408.59,349,7691.79
15466,85,1,334.53,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.5412257556356301,0.7553804270522576,United Kingdom,334.53,0,4014.36
15467,9,3,524.88,5,3,3,533,Potential Loyalists,4,Engaged New Buyers,0.4859609090392229,-1.1721266381142301,United Kingdom,174.96,142,1349.16
15468,51,2,467.51,3,3,2,332,Hibernating,0,Casual Low-Value Buyers,-1.080352335291831,0.18251405682662344,United Kingdom,233.76,0,5610.12
15469,50,2,538.55,3,3,3,333,Hibernating,4,Engaged New Buyers,-0.17094114768903187,-0.12799252523266416,United Kingdom,269.27,69,2848.85
15471,2,1,454.48,5,1,2,512,New Customers,0,Casual Low-Value Buyers,-0.3131650088338833,0.3726745630049297,United Kingdom,454.48,0,5453.76
15472,113,1,371.56,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.5407133405208142,0.9613213158912368,United Kingdom,371.56,0,4458.72
15473,14,7,1771.2,4,5,4,454,Champions,2,VIP B2B Accounts,1.3307442309580209,-0.5002216948136641,United Kingdom,253.03,46,14054.09
15475,77,1,454.11,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.2701715764061436,1.1387949923628835,United Kingdom,454.11,0,5449.32
15478,40,2,1399.92,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.3877414612305651,1.255990000382422,United Kingdom,699.96,16,16799.04
15480,116,1,905.5,2,1,3,213,Hibernating,0,Casual Low-Value Buyers,-0.8412664591105656,2.1529382342995325,Malta,905.5,0,10866.0
15482,16,12,10879.76,4,5,5,455,Champions,2,VIP B2B Accounts,3.2709617635849986,0.9533851756257403,United Kingdom,906.65,343,11577.59
15483,161,4,225.26,2,4,1,241,Cannot Lose Them,4,Engaged New Buyers,-0.9939247198371207,-1.9892838687335566,United Kingdom,56.32,105,783.05
15484,1,4,3590.41,5,4,5,545,Champions,2,VIP B2B Accounts,2.432621147361817,0.6838530123843821,United Kingdom,897.6,77,17019.48
15485,30,3,2564.5,4,3,5,435,Potential Loyalists,3,Loyal Repeat Buyers,1.5765223390211647,1.1019119379484072,United Kingdom,854.83,343,2728.99
15488,93,1,91.32,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.5934798308150264,-0.9441443272883342,United Kingdom,91.32,0,1095.84
15489,23,3,1134.28,4,3,4,434,Potential Loyalists,3,Loyal Repeat Buyers,0.8921317386443671,0.025374581512772706,United Kingdom,378.09,188,2202.19
15491,95,6,3100.09,2,5,5,255,Cannot Lose Them,3,Loyal Repeat Buyers,1.3919320142756446,0.7691246011110893,United Kingdom,516.68,140,8082.38
15492,28,2,659.4599999999999,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,0.08121670992663409,0.05460500097704251,United Kingdom,329.73,46,5232.67
15493,33,5,1953.41,3,4,4,344,Loyal Customers,3,Loyal Repeat Buyers,1.3800916815814723,0.10233414275300026,United Kingdom,390.68,238,2995.78
15494,21,2,1280.58,4,3,4,434,Potential Loyalists,3,Loyal Repeat Buyers,0.8298456908124162,0.7848107030858698,United Kingdom,640.29,99,4721.33
15497,18,2,1262.2,4,3,4,434,Potential Loyalists,3,Loyal Repeat Buyers,1.0679402908134215,0.6021930148927749,United Kingdom,631.1,302,1525.51
15498,3,27,13316.4,5,5,5,555,Champions,2,VIP B2B Accounts,4.141878115530978,-0.2823656311767164,United Kingdom,493.2,364,13352.98
15500,8,4,1131.56,5,4,4,544,Champions,4,Engaged New Buyers,1.0642938407253826,-0.4925048187068467,United Kingdom,282.89,73,5657.8
15502,16,12,10384.93,4,5,5,455,Champions,2,VIP B2B Accounts,3.2393057322531575,0.888048078144325,United Kingdom,865.41,353,10737.96
15503,363,1,141.04,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.6482796247592906,-0.050922720886168296,United Kingdom,141.04,0,1692.48
15504,81,1,52.83,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.9823360785708286,-1.6954896712933736,United Kingdom,52.83,0,633.96
15505,53,5,3610.96,3,4,5,345,Loyal Customers,3,Loyal Repeat Buyers,1.575492076575667,1.1269034211573616,United Kingdom,722.19,102,12921.57
15506,23,3,972.08,4,3,4,434,Potential Loyalists,3,Loyal Repeat Buyers,0.6803024998691076,-0.12408466262129984,United Kingdom,324.03,116,3058.7
15507,172,1,475.86,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.4668730864301471,1.3886115286271419,United Kingdom,475.86,0,5710.32
15508,189,6,1000.27,1,5,4,154,Cannot Lose Them,4,Engaged New Buyers,0.08915579001890044,-0.4459456817308861,United Kingdom,166.71,46,7936.92
15510,331,1,250.0,1,1,2,112,Hibernating,1,Dormant Former Buyers,-2.1685358551994884,0.6864768733069718,United Kingdom,250.0,0,3000.0
15511,12,5,900.53,5,4,3,543,Champions,4,Engaged New Buyers,0.8294785030151768,-1.0167375913167447,United Kingdom,180.11,73,4502.65
15512,156,2,121.0,2,3,1,231,At Risk,4,Engaged New Buyers,-1.4815745645451008,-1.9627492105112665,United Kingdom,60.5,203,217.56
15513,33,19,14758.22,3,5,5,355,Loyal Customers,2,VIP B2B Accounts,3.4607180005657034,0.8691875207188712,United Kingdom,776.75,340,15843.38
15514,12,11,4023.72,5,5,5,555,Champions,2,VIP B2B Accounts,2.5365114526745556,-0.3136341401852405,United Kingdom,365.79,352,4172.32
15516,45,3,62.43,3,3,1,331,Hibernating,1,Dormant Former Buyers,-2.4293418164612746,-3.106652475865131,United Kingdom,20.81,1,749.16
15517,233,1,267.03,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-2.0136531868764633,0.6916253718032288,United Kingdom,267.03,0,3204.36
15518,64,8,1921.55,3,5,4,354,Loyal Customers,3,Loyal Repeat Buyers,1.3289401018993545,-0.43663989205679143,United Kingdom,240.19,268,2617.04
15520,2,1,343.5,5,1,2,512,New Customers,0,Casual Low-Value Buyers,-0.5352261406600056,0.00035928758658430757,United Kingdom,343.5,0,4122.0
15521,40,8,3000.2,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.776116770439474,0.07323582322290194,United Kingdom,375.02,214,5117.16
15522,33,2,397.99,3,3,2,332,Hibernating,4,Engaged New Buyers,-0.33658462769824105,-0.597046927821037,United Kingdom,199.0,54,2690.12
15523,84,1,412.0100000000001,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.372584905136033,1.0296191117641817,United Kingdom,412.01,0,4944.12
15524,25,1,440.0,4,1,2,412,Promising,0,Casual Low-Value Buyers,-0.9727358349387293,0.8381088796775726,United Kingdom,440.0,0,5280.0
15525,2,3,734.37,5,3,3,533,Potential Loyalists,4,Engaged New Buyers,1.2837214732672615,-1.120904225226652,United Kingdom,244.79,371,722.49
15526,33,2,148.44,3,3,1,331,Hibernating,1,Dormant Former Buyers,-1.8625898323585293,-1.436027546689393,United Kingdom,74.22,0,1781.28
15527,19,8,2428.53,4,5,5,455,Champions,2,VIP B2B Accounts,1.9021907245178575,-0.42879626530223713,United Kingdom,303.57,335,2646.01
15528,254,1,229.33,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.1594187350000227,0.5097636800010178,United Kingdom,229.33,0,2751.96
15529,23,11,3962.6,4,5,5,455,Champions,2,VIP B2B Accounts,2.3395850901187027,-0.1866018446322264,United Kingdom,360.24,343,4216.76
15530,22,4,1497.31,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.21919934205872,-0.028917212596212234,United Kingdom,374.33,225,2428.97
15531,8,2,1972.39,5,3,4,534,Potential Loyalists,3,Loyal Repeat Buyers,1.161534297862764,1.3203678995303962,United Kingdom,986.2,22,23668.68
15532,25,4,1564.73,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.2903921959379905,0.013473633281207575,United Kingdom,391.18,332,1720.26
15533,19,3,807.57,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,0.4909962408182565,-0.35377954232191644,United Kingdom,269.19,69,4271.93
15535,173,4,502.9,2,4,3,243,Cannot Lose Them,4,Engaged New Buyers,-0.31012958275864255,-0.9571714270298726,United Kingdom,125.72,154,1191.94
15537,163,1,110.92,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.6037606980252783,-0.5564065087367882,United Kingdom,110.92,0,1331.04
15539,7,1,538.46,5,1,3,513,New Customers,0,Casual Low-Value Buyers,-0.46651278057533996,0.8292416827231068,United Kingdom,538.46,0,6461.52
15540,11,1,213.3,5,1,1,511,New Customers,1,Dormant Former Buyers,-1.3196372022542044,-0.3061095725198446,United Kingdom,213.3,0,2559.6
15541,114,1,85.13000000000001,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.707855275898592,-0.9891938644597292,United Kingdom,85.13,0,1021.56
15543,288,1,127.86,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.6579901683724483,-0.2350864596163428,United Kingdom,127.86,0,1534.32
15544,9,9,3546.71,5,5,5,555,Champions,2,VIP B2B Accounts,2.4566562662799436,-0.2633759281094314,United Kingdom,394.08,363,3566.25
15545,54,2,288.97,3,3,2,332,Hibernating,4,Engaged New Buyers,-0.4048576512519186,-1.111850158969875,United Kingdom,144.49,316,333.78
15547,7,14,4910.6,5,5,5,555,Champions,2,VIP B2B Accounts,2.916255445413326,-0.5056906692187095,United Kingdom,350.76,354,5063.19
15549,77,3,1681.46,2,3,4,234,At Risk,3,Loyal Repeat Buyers,0.9032678725640115,0.7990067118671692,United Kingdom,560.49,239,2567.92
15550,4,4,575.63,5,4,3,543,Champions,4,Engaged New Buyers,0.9605451187702109,-1.69000290703529,United Kingdom,143.91,297,707.42
15551,37,1,436.06,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.091265024030578,0.9155046766308829,United Kingdom,436.06,0,5232.72
15552,217,1,90.12,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.8508040311489635,-0.7635050755688458,United Kingdom,90.12,0,1081.44
15553,60,1,428.93,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.2432700446031262,1.0050235188157166,United Kingdom,428.93,0,5147.16
15554,278,1,217.2,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.228841767182586,0.4588151795164047,United Kingdom,217.2,0,2606.4
15555,12,16,4794.86,5,5,5,555,Champions,2,VIP B2B Accounts,2.8007818408733494,-0.6139783613355485,United Kingdom,299.68,357,4902.31
15556,24,1,279.77,4,1,2,412,Promising,0,Casual Low-Value Buyers,-1.3202557914749098,0.22690711003967665,United Kingdom,279.77,0,3357.24
15557,29,1,468.91,4,1,2,412,Promising,0,Casual Low-Value Buyers,-0.9642495010138514,0.9564610125762949,United Kingdom,468.91,0,5626.92
15561,12,4,800.59,5,4,3,543,Champions,4,Engaged New Buyers,0.8708521198989849,-0.9833886014351039,United Kingdom,200.15,203,1439.48
15562,352,1,134.55,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.6764615599698915,-0.1205012581716541,United Kingdom,134.55,0,1614.6
15563,22,4,1400.44,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.2405425197072335,-0.16432310112299758,United Kingdom,350.11,336,1521.31
15565,50,2,173.16,3,3,1,331,Hibernating,1,Dormant Former Buyers,-1.2929838460583163,-1.4913605681662994,United Kingdom,86.58,20,2077.92
15567,19,1,186.01,4,1,1,411,Promising,1,Dormant Former Buyers,-1.5778973872146644,-0.36742826335048195,United Kingdom,186.01,0,2232.12
15568,3,3,758.29,5,3,3,533,Potential Loyalists,4,Engaged New Buyers,0.9161134692531511,-0.8180897859473523,United Kingdom,252.76,70,3953.94
15569,104,5,1375.71,2,4,4,244,Cannot Lose Them,3,Loyal Repeat Buyers,0.7628304587636243,-0.09339335972837556,United Kingdom,275.14,228,2202.34
15570,7,12,4148.82,5,5,5,555,Champions,2,VIP B2B Accounts,2.7363432717547824,-0.5136994133209453,United Kingdom,345.74,362,4183.2
15571,12,4,650.4300000000001,5,4,3,543,Champions,4,Engaged New Buyers,0.4987777784632642,-1.1295792524331278,United Kingdom,162.61,66,3597.08
15572,5,7,2533.42,5,5,5,555,Champions,2,VIP B2B Accounts,2.2122761555563755,-0.44505334635840116,United Kingdom,361.92,273,3387.17
15573,32,2,591.1899999999999,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,-0.017547090589048943,-0.07640117493883725,United Kingdom,295.59,53,4071.4
15574,178,4,675.64,2,4,3,243,Cannot Lose Them,4,Engaged New Buyers,-0.04182739899061445,-0.5858100519944207,United Kingdom,168.91,194,1271.18
15576,38,1,921.37,3,1,3,313,About to Sleep,0,Casual Low-Value Buyers,-0.5049862521740229,1.917380078680302,United Kingdom,921.37,0,11056.44
15577,151,3,258.88,2,3,2,232,At Risk,4,Engaged New Buyers,-0.8568859674656479,-1.4762310221587762,United Kingdom,86.29,154,613.58
15578,162,1,127.1,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.4945942335910765,-0.37782460280772934,United Kingdom,127.1,0,1525.2
15579,69,2,327.6,3,3,2,332,Hibernating,4,Engaged New Buyers,-0.42360493040396296,-0.8593304618824362,United Kingdom,163.8,245,488.06
15581,121,13,3675.77,2,5,5,255,Cannot Lose Them,3,Loyal Repeat Buyers,1.793916874749154,-0.10140248440610024,United Kingdom,282.75,245,5476.15
15582,25,3,682.9100000000001,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,0.47284484031488294,-0.6344021843329887,United Kingdom,227.64,195,1278.27
15584,24,4,720.86,4,4,3,443,Champions,4,Engaged New Buyers,0.524272765215502,-0.9240232135761663,United Kingdom,180.22,138,1906.62
15585,177,1,455.3,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.5102821213100135,1.3365618989279053,United Kingdom,455.3,0,5463.6
15587,50,4,913.68,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.6474924015937761,-0.5316823816855463,United Kingdom,228.42,301,1107.95
15589,256,3,478.53,1,3,2,132,At Risk,4,Engaged New Buyers,-0.718254335310087,-0.4192076299820767,United Kingdom,159.51,54,3234.51
15592,47,1,388.58,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.2512858972076422,0.8171920670164109,United Kingdom,388.58,0,4662.96
15593,71,1,199.8,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.8973191755734602,0.029056893332792526,United Kingdom,199.8,0,2397.6
15594,16,5,1771.78,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.4897927390233026,-0.18052358638041763,United Kingdom,354.36,218,2966.51
15596,101,5,1406.59,2,4,4,244,Cannot Lose Them,3,Loyal Repeat Buyers,0.8161639081376268,-0.0876694196777313,United Kingdom,281.32,264,1944.72
15597,35,1,324.57,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.309570457227084,0.5101457080317484,United Kingdom,324.57,0,3894.84
15598,53,1,240.68,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.665523262214807,0.20836936018630764,United Kingdom,240.68,0,2888.16
15599,27,2,761.74,4,3,3,433,Potential Loyalists,3,Loyal Repeat Buyers,0.45403977336450246,0.08330223252362923,United Kingdom,380.87,177,1570.82
15601,11,14,6776.56,5,5,5,555,Champions,2,VIP B2B Accounts,3.0566668047259453,0.016036385337342838,United Kingdom,484.04,361,6851.65
15602,8,9,1297.87,5,5,4,554,Champions,2,VIP B2B Accounts,1.687961438489254,-1.6222744846726973,United Kingdom,144.21,359,1319.56
15603,79,1,48.48,2,1,1,211,Hibernating,1,Dormant Former Buyers,-3.0420920295861062,-1.813645484733053,United Kingdom,48.48,0,581.76
15604,52,1,216.39,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.744263574798398,0.06274981290293834,United Kingdom,216.39,0,2596.68
15605,36,5,1198.23,3,4,4,344,Loyal Customers,4,Engaged New Buyers,1.0319547416241026,-0.5677697130503564,United Kingdom,239.65,337,1297.79
15606,61,9,2920.16,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.7068977722369763,-0.054962421801416673,United Kingdom,324.46,263,4052.69
15607,337,1,104.76,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.8610549627031077,-0.46159188093600634,United Kingdom,104.76,0,1257.12
15608,28,4,1093.68,4,4,4,444,Champions,4,Engaged New Buyers,0.7364015541561031,-0.28879823051284675,United Kingdom,273.42,92,4339.06
15609,184,1,298.48,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.8564584171798058,0.7842170274854037,United Kingdom,298.48,0,3581.76
15610,52,1,112.46,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-2.2613257861857594,-0.8041743446837336,United Kingdom,112.46,0,1349.52
15611,10,13,1591.45,5,5,4,554,Champions,2,VIP B2B Accounts,1.8888542480302828,-1.8116478577886155,United Kingdom,122.42,325,1787.32
15612,36,2,195.15,3,3,1,331,Hibernating,4,Engaged New Buyers,-1.06466087121143,-1.433867482894741,United Kingdom,97.58,25,2341.8
15615,10,23,10399.74,5,5,5,555,Champions,2,VIP B2B Accounts,3.5840501052149336,-0.13839650047830562,United Kingdom,452.16,348,10907.77
15618,33,4,776.851,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.4392457831085224,-0.7186755356992651,United Kingdom,194.21,103,2752.92
15619,11,1,336.40000000000003,5,1,2,512,New Customers,0,Casual Low-Value Buyers,-0.9587095559783458,0.29903404232272196,United Kingdom,336.4,0,4036.8
15620,57,3,1553.18,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.9700165567503708,0.596905292551554,United Kingdom,517.73,301,1883.42
15621,4,4,1293.03,5,4,4,544,Champions,2,VIP B2B Accounts,1.0792971447224642,-0.28925778826816806,United Kingdom,323.26,17,15516.36
15622,43,9,3709.56,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.9797995329882765,0.19363457859966918,United Kingdom,412.17,239,5665.23
15623,141,1,301.03,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.7720682398510479,0.7332309125145858,United Kingdom,301.03,0,3612.36
15624,117,4,588.13,2,4,3,243,Cannot Lose Them,4,Engaged New Buyers,-0.09113977515825328,-0.829363029649204,United Kingdom,147.03,139,1544.37
15625,104,4,1534.26,2,4,4,244,Cannot Lose Them,3,Loyal Repeat Buyers,0.6926369745183624,0.4235524679509169,United Kingdom,383.56,131,4274.85
15626,75,2,675.8,2,3,3,233,At Risk,4,Engaged New Buyers,0.13291960793460514,0.11745475265173873,United Kingdom,337.9,254,971.13
15628,5,9,2870.24,5,5,5,555,Champions,2,VIP B2B Accounts,2.438060659714072,-0.6648076111116437,United Kingdom,318.92,362,2894.03
15630,45,2,1186.35,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.6401972610293082,0.8021085809825622,United Kingdom,593.17,159,2723.38
15632,16,8,3285.31,4,5,5,455,Champions,2,VIP B2B Accounts,2.1420321197207675,-0.03537796502697486,United Kingdom,410.66,259,4629.88
15634,17,1,243.55,4,1,1,411,Promising,0,Casual Low-Value Buyers,-1.3336564545419844,-0.03458845132448042,United Kingdom,243.55,0,2922.6
15636,90,2,724.76,2,3,3,233,At Risk,4,Engaged New Buyers,0.08364518135225896,0.28525775028829126,United Kingdom,362.38,192,1377.8
15637,53,1,223.36,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.7246552012470135,0.10922673227231748,United Kingdom,223.36,0,2680.32
15639,134,1,425.32,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.483158414504875,1.18084392156098,United Kingdom,425.32,0,5103.84
15640,4,15,12416.11,5,5,5,555,Champions,2,VIP B2B Accounts,3.8206361782051674,0.516014993924428,United Kingdom,827.74,367,12348.45
15641,105,4,1887.2,2,4,4,244,Cannot Lose Them,3,Loyal Repeat Buyers,0.9762178470880246,0.6252007698560963,United Kingdom,471.8,253,2722.64
15643,192,3,664.0,1,3,3,133,At Risk,4,Engaged New Buyers,-0.28079988871764244,-0.1105139812617952,United Kingdom,221.33,90,2692.89
15644,166,4,803.54,2,4,3,243,Cannot Lose Them,4,Engaged New Buyers,-0.01804121261742982,-0.2885370679111838,United Kingdom,200.88,94,3120.13
15645,19,1,612.01,4,1,3,413,Promising,0,Casual Low-Value Buyers,-0.6338402909753327,1.2154100969989126,United Kingdom,612.01,0,7344.12
15646,158,3,447.64,2,3,2,232,At Risk,4,Engaged New Buyers,-0.3761509884671538,-0.779220341343138,United Kingdom,149.21,214,763.5
15648,204,2,639.5,1,3,3,133,At Risk,4,Engaged New Buyers,-0.4626470231034535,0.44021287495363043,United Kingdom,319.75,62,3764.8
15649,336,2,816.0,1,3,3,133,At Risk,0,Casual Low-Value Buyers,-0.5413505419849329,0.9601230236558864,United Kingdom,408.0,31,9607.74
15651,37,3,646.3,3,3,3,333,Hibernating,4,Engaged New Buyers,0.3426328750453136,-0.6337639696251822,United Kingdom,215.43,223,1057.85
15652,91,1,337.74,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.5534507041193473,0.7839555778850332,United Kingdom,337.74,0,4052.88
15653,93,2,877.4399999999999,2,3,3,233,At Risk,3,Loyal Repeat Buyers,-0.1625446704419057,0.7894845540305082,United Kingdom,438.72,23,10529.28
15654,9,2,922.53,5,3,3,533,Potential Loyalists,3,Loyal Repeat Buyers,0.4707078079398686,0.36859531614373425,United Kingdom,461.26,16,11070.36
15655,243,1,560.67,1,1,3,113,Hibernating,0,Casual Low-Value Buyers,-1.4376475692202537,1.6878250322282826,United Kingdom,560.67,0,6728.04
15656,45,4,748.5,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.4760706752288034,-0.7935639618086053,United Kingdom,187.12,238,1147.91
15657,23,1,30.0,4,1,1,411,Promising,1,Dormant Former Buyers,-3.0604986984264397,-2.7205466410717714,United Kingdom,30.0,0,360.0
15658,190,5,1024.1,1,4,4,144,Cannot Lose Them,4,Engaged New Buyers,0.3112921259384303,-0.3185255282786442,United Kingdom,204.82,182,2053.83
15659,44,1,306.45,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.420606755676135,0.4863431363129843,United Kingdom,306.45,0,3677.4
15660,25,9,1600.86,4,5,4,454,Champions,2,VIP B2B Accounts,1.5327430162065294,-1.0879275342744759,United Kingdom,177.87,340,1718.57
15661,317,2,309.8,1,3,2,132,At Risk,1,Dormant Former Buyers,-1.361928440759529,-0.2963687069651992,United Kingdom,154.9,21,3717.6
15663,106,1,138.14,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.3053023751977078,-0.366724037868281,United Kingdom,138.14,0,1657.68
15664,51,1,386.43,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.2791816942913683,0.8286620428472575,United Kingdom,386.43,0,4637.16
15665,168,2,2222.21,2,3,5,235,At Risk,3,Loyal Repeat Buyers,0.6156826694422648,2.032405772669187,United Kingdom,1111.1,74,10960.9
15667,40,1,301.32,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.4066616880131415,0.44198905602755945,United Kingdom,301.32,0,3615.84
15668,218,1,76.32000000000001,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.982736181350861,-0.9813769288498518,United Kingdom,76.32,0,915.84
15669,40,4,684.34,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.4267459910334989,-0.9320331539532012,United Kingdom,171.08,223,1120.11
15670,297,1,173.05,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.4279469578825257,0.17292575010086736,United Kingdom,173.05,0,2076.6
15671,19,7,2657.13,4,5,5,455,Champions,2,VIP B2B Accounts,1.8818664800773495,-0.08886810511425888,United Kingdom,379.59,252,3848.62
15673,88,4,2726.23,2,4,5,245,Cannot Lose Them,3,Loyal Repeat Buyers,1.3083668397553503,1.0807630272885282,United Kingdom,681.56,238,4180.98
15674,73,5,2446.6,2,4,5,245,Cannot Lose Them,3,Loyal Repeat Buyers,1.2798273914392118,0.6166912783644014,United Kingdom,489.32,181,4933.75
15675,81,3,323.69,2,3,2,232,At Risk,4,Engaged New Buyers,-0.4526624720302081,-1.3553505443379807,United Kingdom,107.9,198,596.7
15676,19,3,3435.76,4,3,5,435,Potential Loyalists,3,Loyal Repeat Buyers,1.8896739056796197,1.4181912456728156,United Kingdom,1145.25,265,4732.27
15677,49,1,657.23,3,1,3,313,About to Sleep,0,Casual Low-Value Buyers,-0.8462065536142739,1.5260650015197883,United Kingdom,657.23,0,7886.76
15678,53,1,352.7,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.3626899009738405,0.7161101132352408,United Kingdom,352.7,0,4232.4
15679,24,4,781.28,4,4,3,443,Champions,4,Engaged New Buyers,0.6131089426967259,-0.832861057171817,United Kingdom,195.32,158,1804.86
15680,9,3,1333.68,5,3,4,534,Potential Loyalists,3,Loyal Repeat Buyers,1.3961831388802504,-0.03924367422976084,United Kingdom,444.56,356,1367.4
15681,25,5,1426.16,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.2219099849163255,-0.3871694859872879,United Kingdom,285.23,255,2041.37
15683,117,1,193.75,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.0666569503679266,0.10459928322089178,United Kingdom,193.75,0,2325.0
15687,9,9,2993.1,5,5,5,555,Champions,2,VIP B2B Accounts,2.2990601991554644,-0.474856999480189,United Kingdom,332.57,321,3403.37
15689,120,2,254.1,2,3,2,232,At Risk,4,Engaged New Buyers,-0.7883144603816131,-1.065148839228128,United Kingdom,127.05,241,384.84
15690,4,2,239.76,5,3,1,531,Potential Loyalists,4,Engaged New Buyers,-0.06926875068832325,-1.7860770038503226,United Kingdom,119.88,96,911.59
15691,252,1,136.8,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.565600921718616,-0.17698459751338694,United Kingdom,136.8,0,1641.6
15692,28,1,191.04,4,1,1,411,Promising,1,Dormant Former Buyers,-1.6658582874818642,-0.24454782761079377,United Kingdom,191.04,0,2292.48
15694,1,14,6479.4,5,5,5,555,Champions,2,VIP B2B Accounts,3.5525625013069817,-0.4690488261582177,United Kingdom,462.81,372,6357.48
15695,267,2,409.98,1,3,2,132,At Risk,1,Dormant Former Buyers,-1.6657486938707504,0.39426679146941296,United Kingdom,204.99,0,4919.76
15696,33,8,2711.11,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.8089337200213846,-0.14196829692842164,United Kingdom,338.89,293,3377.32
15699,18,1,309.65,4,1,2,412,Promising,0,Casual Low-Value Buyers,-1.159281652872327,0.2971149205400231,United Kingdom,309.65,0,3715.8
15700,172,2,696.68,2,3,3,233,At Risk,0,Casual Low-Value Buyers,-0.9876707908768433,0.915110275128974,United Kingdom,348.34,1,8360.16
15701,2,4,1529.0,5,4,4,544,Champions,2,VIP B2B Accounts,1.6978576436274655,-0.3959482753472887,United Kingdom,382.25,108,5167.45
15703,265,1,211.5,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.2358842543403687,0.4122885659239084,United Kingdom,211.5,0,2538.0
15704,140,4,2293.62,2,4,5,245,Cannot Lose Them,3,Loyal Repeat Buyers,0.8225646629968179,1.0922188635108783,United Kingdom,573.4,75,11162.28
15705,201,1,143.1,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.4639721446661227,-0.17039441293400695,United Kingdom,143.1,0,1717.2
15706,64,4,1060.56,3,4,4,344,Loyal Customers,4,Engaged New Buyers,0.3703271621854419,-0.07425691815584315,United Kingdom,265.14,52,7444.32
15707,35,4,916.98,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.42481741627212277,-0.4044639792372172,United Kingdom,229.24,51,6562.7
15708,41,7,3235.25,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.869360903876523,0.3172430907283345,United Kingdom,462.18,328,3600.2
