CustomerID,orders,first_purchase,last_purchase,total_revenue,avg_basket,median_basket,total_items,avg_days_between,recency_days,tenure_days,active_days,country,historical_clv,annualized_clv_proxy
15127,1,2011-10-05 10:30:00,2011-10-05 10:30:00,406.53,406.53,406.53,251,,66,0,1,United Kingdom,406.53,4878.36
15128,4,2011-05-04 12:32:00,2011-10-10 13:54:00,1471.0,367.75,343.27,1343,52.33,60,159,159,United Kingdom,1471.0,3376.82
15129,11,2011-02-21 09:09:00,2011-10-20 14:40:00,3447.4,313.4,306.0,1794,23.6,50,241,241,United Kingdom,3447.4,5221.17
15130,1,2011-06-23 10:15:00,2011-06-23 10:15:00,330.11,330.11,330.11,197,,170,0,1,United Kingdom,330.11,3961.32
15132,5,2011-03-22 12:02:00,2011-11-21 17:10:00,977.93,195.59,176.1,679,60.75,18,244,244,United Kingdom,977.93,1462.89
15133,3,2011-02-11 10:38:00,2011-08-04 10:44:00,982.42,327.47,324.7,680,86.5,128,174,174,United Kingdom,982.42,2060.82
15134,8,2011-04-13 11:05:00,2011-11-25 08:55:00,1387.99,173.5,169.28,887,31.71,15,225,225,United Kingdom,1387.99,2251.63
15135,1,2011-04-14 19:16:00,2011-04-14 19:16:00,139.05,139.05,139.05,43,,239,0,1,United Kingdom,139.05,1668.6
15136,4,2011-09-04 16:05:00,2011-12-07 12:26:00,1286.7,321.68,329.65,776,31.0,3,93,93,United Kingdom,1286.7,5049.95
15139,2,2011-01-07 12:44:00,2011-04-14 11:39:00,178.96,89.48,89.48,208,96.0,240,96,96,United Kingdom,178.96,680.42
15140,7,2011-03-20 14:37:00,2011-10-18 14:07:00,2354.25,336.32,326.52,1572,35.0,52,211,211,United Kingdom,2354.25,4072.52
15142,1,2011-10-24 12:51:00,2011-10-24 12:51:00,498.74,498.74,498.74,365,,46,0,1,United Kingdom,498.74,5984.88
15143,1,2011-04-28 12:03:00,2011-04-28 12:03:00,259.45,259.45,259.45,150,,226,0,1,United Kingdom,259.45,3113.4
15144,17,2011-01-31 13:17:00,2011-12-01 15:12:00,6580.44,387.08,378.32,3050,18.5,8,304,304,United Kingdom,6580.44,7900.86
15145,4,2011-04-05 15:20:00,2011-12-05 17:21:00,1194.73,298.68,307.07,756,81.0,4,244,244,United Kingdom,1194.73,1787.2
15146,2,2011-02-21 13:07:00,2011-06-28 12:09:00,1327.16,663.58,663.58,1473,126.0,165,126,126,United Kingdom,1327.16,3844.55
15147,1,2011-04-13 15:57:00,2011-04-13 15:57:00,623.5,623.5,623.5,366,,240,0,1,United Kingdom,623.5,7482.0
15148,1,2011-11-29 08:21:00,2011-11-29 08:21:00,301.29,301.29,301.29,187,,11,0,1,United Kingdom,301.29,3615.48
15149,1,2011-07-29 10:58:00,2011-07-29 10:58:00,520.8,520.8,520.8,128,,134,0,1,United Kingdom,520.8,6249.6
15150,10,2011-03-15 14:21:00,2011-11-22 12:52:00,5291.33,529.13,402.84,3642,27.56,17,251,251,United Kingdom,5291.33,7694.56
15152,13,2011-06-05 15:36:00,2011-11-30 12:32:00,4745.69,365.05,310.22,2704,14.25,10,177,177,United Kingdom,4745.69,9786.31
15153,1,2011-11-08 17:09:00,2011-11-08 17:09:00,329.25,329.25,329.25,198,,31,0,1,United Kingdom,329.25,3951.0
15154,1,2011-09-25 16:05:00,2011-09-25 16:05:00,254.28,254.28,254.28,89,,75,0,1,United Kingdom,254.28,3051.36
15156,3,2011-11-06 12:41:00,2011-12-08 18:22:00,961.49,320.5,317.8,597,15.5,1,32,32,United Kingdom,961.49,10967.0
15157,3,2010-12-16 13:44:00,2011-12-06 11:28:00,1936.07,645.36,430.7,2392,176.5,4,354,354,United Kingdom,1936.07,1996.23
15158,1,2011-10-25 13:53:00,2011-10-25 13:53:00,401.4,401.4,401.4,198,,45,0,1,United Kingdom,401.4,4816.8
15159,30,2010-12-13 15:44:00,2011-12-08 12:05:00,18641.01,621.37,409.0,11441,12.07,2,359,359,United Kingdom,18641.01,18952.56
15160,1,2010-12-17 14:15:00,2010-12-17 14:15:00,158.16,158.16,158.16,84,,357,0,1,United Kingdom,158.16,1897.92
15163,2,2011-05-31 15:22:00,2011-11-21 13:10:00,304.47,152.24,152.24,186,173.0,18,173,173,United Kingdom,304.47,642.38
15164,3,2011-01-04 14:21:00,2011-10-02 12:05:00,824.58,274.86,194.79,351,134.5,69,270,270,United Kingdom,824.58,1114.71
15165,1,2010-12-01 14:03:00,2010-12-01 14:03:00,487.75,487.75,487.75,160,,373,0,1,United Kingdom,487.75,5853.0
15167,1,2011-01-23 12:41:00,2011-01-23 12:41:00,158.8,158.8,158.8,65,,321,0,1,United Kingdom,158.8,1905.6
15168,1,2011-11-14 11:26:00,2011-11-14 11:26:00,106.56,106.56,106.56,52,,26,0,1,United Kingdom,106.56,1278.72
15171,1,2011-01-12 15:36:00,2011-01-12 15:36:00,1289.5,1289.5,1289.5,290,,331,0,1,United Kingdom,1289.5,15474.0
15172,5,2011-04-17 11:56:00,2011-12-01 11:51:00,1624.05,324.81,360.54,1611,56.5,9,227,227,United Kingdom,1624.05,2611.36
15174,1,2011-01-21 09:06:00,2011-01-21 09:06:00,135.75,135.75,135.75,145,,323,0,1,United Kingdom,135.75,1629.0
15175,1,2011-09-29 11:31:00,2011-09-29 11:31:00,224.14,224.14,224.14,454,,72,0,1,United Kingdom,224.14,2689.68
15178,1,2011-03-24 15:12:00,2011-03-24 15:12:00,40.5,40.5,40.5,30,,260,0,1,United Kingdom,40.5,486.0
15179,5,2011-01-24 13:48:00,2011-11-21 12:53:00,2206.95,441.39,188.55,1938,75.0,18,300,300,United Kingdom,2206.95,2685.12
15180,1,2010-12-07 14:57:00,2010-12-07 14:57:00,87.5,87.5,87.5,36,,367,0,1,United Kingdom,87.5,1050.0
15181,3,2011-03-15 12:03:00,2011-10-04 13:58:00,689.48,229.83,254.48,544,101.5,66,203,203,United Kingdom,689.48,1239.71
15182,2,2011-03-16 12:42:00,2011-07-08 13:37:00,622.85,311.42,311.42,253,114.0,154,114,114,United Kingdom,622.85,1994.21
15184,2,2011-06-02 12:06:00,2011-11-10 13:41:00,402.2,201.1,201.1,199,161.0,29,161,161,United Kingdom,402.2,911.82
15185,1,2011-09-30 14:06:00,2011-09-30 14:06:00,310.62,310.62,310.62,666,,70,0,1,United Kingdom,310.62,3727.44
15186,2,2011-06-24 14:54:00,2011-11-25 14:58:00,411.41,205.7,205.7,215,154.0,14,154,154,United Kingdom,411.41,975.1
15187,16,2011-05-11 13:49:00,2011-12-08 11:56:00,4777.18,298.57,311.42,1887,13.6,2,210,210,United Kingdom,4777.18,8303.19
15189,41,2011-01-11 12:29:00,2011-12-08 13:22:00,16225.39,395.74,375.36,6149,7.8,1,331,331,United Kingdom,16225.39,17892.05
15192,3,2010-12-09 14:56:00,2011-08-12 11:41:00,1044.32,348.11,315.0,918,122.5,120,245,245,United Kingdom,1044.32,1555.82
15193,1,2011-10-10 08:23:00,2011-10-10 08:23:00,499.32,499.32,499.32,144,,61,0,1,United Kingdom,499.32,5991.84
15194,15,2010-12-06 15:00:00,2011-12-06 15:10:00,7616.53,507.77,402.02,5703,25.64,3,365,365,United Kingdom,7616.53,7616.53
15195,1,2011-12-07 12:20:00,2011-12-07 12:20:00,3861.0,3861.0,3861.0,1404,,3,0,1,United Kingdom,3861.0,46332.0
15197,3,2010-12-16 18:01:00,2011-11-29 10:00:00,1079.61,359.87,306.36,469,173.0,11,347,347,United Kingdom,1079.61,1135.61
15198,2,2011-08-07 15:16:00,2011-09-08 14:42:00,193.64,96.82,96.82,120,31.0,92,31,31,United Kingdom,193.64,2279.95
15199,4,2011-02-04 14:04:00,2011-10-11 15:12:00,1268.7,317.17,307.32,396,82.33,59,249,249,United Kingdom,1268.7,1859.74
15201,5,2011-04-06 14:02:00,2011-09-13 14:53:00,1236.54,247.31,301.41,1210,39.75,87,160,160,United Kingdom,1236.54,2820.86
15203,6,2011-02-01 12:29:00,2011-11-14 08:16:00,1827.8,304.63,306.03,1753,56.6,26,285,285,United Kingdom,1827.8,2340.87
15204,1,2010-12-17 13:49:00,2010-12-17 13:49:00,316.58,316.58,316.58,258,,357,0,1,United Kingdom,316.58,3798.96
15205,2,2011-08-04 16:07:00,2011-09-15 19:36:00,653.24,326.62,326.62,378,42.0,85,42,42,United Kingdom,653.24,5676.97
15206,4,2011-03-09 08:59:00,2011-11-29 13:41:00,420.3,105.08,109.5,162,88.33,10,265,265,United Kingdom,420.3,578.9
15208,5,2010-12-21 13:03:00,2011-12-08 17:24:00,870.12,174.02,172.3,316,87.75,1,352,352,United Kingdom,870.12,902.26
15210,1,2011-04-28 16:11:00,2011-04-28 16:11:00,331.18,331.18,331.18,228,,225,0,1,United Kingdom,331.18,3974.16
15211,2,2010-12-09 16:08:00,2011-10-10 13:31:00,894.41,447.21,447.21,240,304.0,60,304,304,United Kingdom,894.41,1073.88
15212,1,2011-04-12 13:45:00,2011-04-12 13:45:00,101.8,101.8,101.8,36,,241,0,1,United Kingdom,101.8,1221.6
15213,2,2011-01-14 11:05:00,2011-01-25 12:21:00,328.35,164.18,164.18,272,11.0,319,11,11,United Kingdom,328.35,3940.2
15214,8,2011-04-11 09:46:00,2011-12-08 12:07:00,1661.44,207.68,158.2,1254,34.0,2,241,241,United Kingdom,1661.44,2516.29
15215,3,2011-09-04 12:24:00,2011-10-24 11:41:00,734.94,244.98,300.04,225,24.5,47,49,49,United Kingdom,734.94,5474.55
15216,1,2011-09-13 11:41:00,2011-09-13 11:41:00,96.6,96.6,96.6,28,,88,0,1,United Kingdom,96.6,1159.2
15218,11,2011-01-25 11:20:00,2011-11-29 11:48:00,5756.89,523.35,581.66,3329,30.5,11,308,308,United Kingdom,5756.89,6822.29
15219,1,2011-06-16 16:57:00,2011-06-16 16:57:00,305.75,305.75,305.75,45,,176,0,1,United Kingdom,305.75,3669.0
15220,6,2011-03-04 10:24:00,2011-10-19 12:39:00,1778.96,296.49,326.68,1393,45.2,52,229,229,United Kingdom,1778.96,2835.46
15221,1,2010-12-08 13:08:00,2010-12-08 13:08:00,403.25,403.25,403.25,43,,366,0,1,United Kingdom,403.25,4839.0
15222,1,2011-01-25 08:03:00,2011-01-25 08:03:00,585.0,585.0,585.0,440,,319,0,1,United Kingdom,585.0,7020.0
15223,2,2011-04-04 12:17:00,2011-04-28 11:31:00,755.75,377.88,377.88,213,23.0,226,23,23,United Kingdom,755.75,9069.0
15224,2,2010-12-12 12:34:00,2010-12-16 15:02:00,322.08,161.04,161.04,152,4.0,358,4,4,United Kingdom,322.08,3864.96
15225,1,2011-04-19 14:51:00,2011-04-19 14:51:00,409.4,409.4,409.4,226,,234,0,1,United Kingdom,409.4,4912.8
15226,1,2011-02-02 11:41:00,2011-02-02 11:41:00,154.41,154.41,154.41,71,,311,0,1,United Kingdom,154.41,1852.92
15227,5,2011-01-26 15:31:00,2011-11-03 11:59:00,1219.4,243.88,306.84,750,69.75,37,280,280,United Kingdom,1219.4,1589.58
15228,4,2011-02-18 09:04:00,2011-10-04 13:56:00,3386.71,846.68,937.72,2255,75.67,66,228,228,United Kingdom,3386.71,5421.71
15230,2,2011-04-13 11:04:00,2011-04-14 14:39:00,429.6,214.8,214.8,351,1.0,239,1,1,United Kingdom,429.6,5155.2
15232,2,2011-07-22 12:21:00,2011-08-18 16:27:00,612.06,306.03,306.03,686,27.0,113,27,27,United Kingdom,612.06,7344.72
15234,1,2011-03-08 08:53:00,2011-03-08 08:53:00,197.0,197.0,197.0,196,,277,0,1,United Kingdom,197.0,2364.0
15235,12,2010-12-01 17:22:00,2011-05-06 09:44:00,2247.51,187.29,158.82,1324,13.73,218,155,155,United Kingdom,2247.51,5292.52
15236,1,2011-02-14 10:52:00,2011-02-14 10:52:00,321.05,321.05,321.05,269,,299,0,1,United Kingdom,321.05,3852.6
15237,4,2011-04-26 15:04:00,2011-12-08 09:46:00,1412.32,353.08,194.9,1071,74.67,2,225,225,United Kingdom,1412.32,2291.1
15238,3,2011-06-08 16:00:00,2011-11-10 14:28:00,1071.99,357.33,300.14,692,76.5,29,154,154,United Kingdom,1071.99,2540.76
15239,2,2011-09-22 09:53:00,2011-11-29 14:14:00,780.59,390.3,390.3,594,68.0,10,68,68,United Kingdom,780.59,4189.93
15240,5,2011-02-01 08:23:00,2011-10-26 09:50:00,1706.57,341.31,324.02,1369,66.5,45,267,267,United Kingdom,1706.57,2332.95
15241,8,2011-03-01 11:02:00,2011-10-04 09:05:00,1756.44,219.56,203.54,1818,30.43,67,216,216,United Kingdom,1756.44,2968.06
15243,1,2011-09-26 14:12:00,2011-09-26 14:12:00,316.68,316.68,316.68,185,,74,0,1,United Kingdom,316.68,3800.16
15244,2,2011-04-05 15:12:00,2011-10-05 13:19:00,631.57,315.78,315.78,405,182.0,65,182,182,United Kingdom,631.57,1266.61
15245,3,2011-03-23 13:42:00,2011-07-28 18:56:00,2515.84,838.61,778.12,1784,63.0,134,127,127,United Kingdom,2515.84,7230.56
15246,2,2010-12-16 09:46:00,2011-04-15 14:45:00,514.15,257.08,257.08,247,120.0,238,120,120,United Kingdom,514.15,1563.87
15247,1,2011-08-09 12:52:00,2011-08-09 12:52:00,356.0,356.0,356.0,160,,122,0,1,United Kingdom,356.0,4272.0
15249,13,2011-03-28 12:49:00,2011-11-08 11:45:00,6688.46,514.5,478.2,3577,18.33,32,224,224,United Kingdom,6688.46,10898.61
15251,11,2011-04-12 10:38:00,2011-11-30 15:02:00,10484.99,953.18,492.0,6171,22.8,9,232,232,United Kingdom,10484.99,16495.78
15252,2,2011-06-09 14:15:00,2011-11-03 13:30:00,740.78,370.39,370.39,522,146.0,36,146,146,United Kingdom,740.78,1851.95
15253,5,2011-06-23 12:19:00,2011-11-23 16:22:00,918.2,183.64,173.85,866,38.25,16,153,153,United Kingdom,918.2,2190.48
15254,1,2011-08-04 15:04:00,2011-08-04 15:04:00,300.36,300.36,300.36,275,,127,0,1,United Kingdom,300.36,3604.32
15255,1,2011-10-04 12:43:00,2011-10-04 12:43:00,890.85,890.85,890.85,489,,67,0,1,United Kingdom,890.85,10690.2
15256,1,2011-07-14 11:47:00,2011-07-14 11:47:00,98.45,98.45,98.45,55,,149,0,1,United Kingdom,98.45,1181.4
15257,1,2011-03-01 12:58:00,2011-03-01 12:58:00,317.15,317.15,317.15,46,,283,0,1,United Kingdom,317.15,3805.8
15258,2,2011-05-06 14:16:00,2011-06-24 12:30:00,623.16,311.58,311.58,142,48.0,169,48,48,United Kingdom,623.16,4738.61
15260,7,2010-12-02 12:09:00,2011-08-31 13:55:00,1810.77,258.68,267.7,885,44.83,100,272,272,United Kingdom,1810.77,2429.89
15261,1,2011-07-27 15:20:00,2011-07-27 15:20:00,254.82,254.82,254.82,270,,135,0,1,United Kingdom,254.82,3057.84
15262,1,2011-01-20 12:16:00,2011-01-20 12:16:00,178.95,178.95,178.95,73,,324,0,1,United Kingdom,178.95,2147.4
15263,1,2011-08-25 10:26:00,2011-08-25 10:26:00,156.51,156.51,156.51,89,,107,0,1,United Kingdom,156.51,1878.12
15264,1,2011-10-06 13:49:00,2011-10-06 13:49:00,393.74,393.74,393.74,265,,64,0,1,United Kingdom,393.74,4724.88
15265,2,2011-04-18 12:16:00,2011-07-11 14:46:00,1506.12,753.06,753.06,612,84.0,151,84,84,United Kingdom,1506.12,6544.45
15266,1,2011-01-05 13:40:00,2011-01-05 13:40:00,119.3,119.3,119.3,18,,338,0,1,United Kingdom,119.3,1431.6
15267,5,2011-06-10 10:24:00,2011-11-17 15:59:00,1717.36,343.47,129.6,944,39.75,22,160,160,United Kingdom,1717.36,3917.73
15269,1,2011-11-16 09:32:00,2011-11-16 09:32:00,408.8,408.8,408.8,26,,24,0,1,United Kingdom,408.8,4905.6
15270,7,2011-02-02 13:25:00,2011-11-24 09:24:00,2379.49,339.93,307.3,1521,48.67,16,294,294,United Kingdom,2379.49,2954.13
15271,15,2010-12-09 13:47:00,2011-12-02 14:11:00,2493.34,166.22,147.6,1251,25.0,7,358,358,United Kingdom,2493.34,2542.09
15272,2,2011-09-14 16:36:00,2011-10-13 12:59:00,721.94,360.97,360.97,310,28.0,57,28,28,United Kingdom,721.94,8663.28
15274,2,2011-11-21 14:17:00,2011-12-05 16:57:00,716.57,358.28,358.28,619,14.0,4,14,14,United Kingdom,716.57,8598.84
15275,1,2011-11-02 11:20:00,2011-11-02 11:20:00,615.14,615.14,615.14,498,,38,0,1,United Kingdom,615.14,7381.68
15276,1,2011-10-04 16:39:00,2011-10-04 16:39:00,128.63,128.63,128.63,61,,66,0,1,United Kingdom,128.63,1543.56
15277,1,2011-10-24 10:08:00,2011-10-24 10:08:00,255.9,255.9,255.9,205,,47,0,1,United Kingdom,255.9,3070.8
15279,1,2010-12-20 10:48:00,2010-12-20 10:48:00,290.51,290.51,290.51,189,,355,0,1,United Kingdom,290.51,3486.12
15280,1,2011-06-20 17:14:00,2011-06-20 17:14:00,113.12,113.12,113.12,154,,172,0,1,United Kingdom,113.12,1357.44
15281,9,2011-01-10 15:51:00,2011-10-12 09:10:00,2332.15,259.13,214.82,1211,33.62,59,274,274,United Kingdom,2332.15,3106.7
15286,1,2011-10-21 11:08:00,2011-10-21 11:08:00,240.55,240.55,240.55,55,,50,0,1,United Kingdom,240.55,2886.6
15287,2,2011-09-30 12:30:00,2011-11-17 15:34:00,486.69,243.35,243.35,433,48.0,22,48,48,United Kingdom,486.69,3700.87
15288,5,2010-12-09 13:59:00,2011-10-27 16:58:00,2306.52,461.3,382.36,775,80.0,43,322,322,United Kingdom,2306.52,2614.53
15289,3,2011-04-04 12:44:00,2011-11-10 13:49:00,939.78,313.26,322.53,1008,109.5,29,220,220,United Kingdom,939.78,1559.18
15290,18,2010-12-15 16:03:00,2011-12-05 11:39:00,7943.22,441.29,294.56,4501,20.35,5,354,354,United Kingdom,7943.22,8190.04
15291,15,2010-12-01 09:32:00,2011-11-14 11:02:00,4668.3,311.22,320.1,2103,24.43,26,348,348,United Kingdom,4668.3,4896.35
15292,1,2011-05-22 15:00:00,2011-05-22 15:00:00,178.39,178.39,178.39,55,,201,0,1,United Kingdom,178.39,2140.68
15296,6,2011-01-17 11:57:00,2011-10-20 11:47:00,3672.86,612.14,543.24,1766,54.6,51,275,275,United Kingdom,3672.86,4874.89
15297,3,2011-10-07 09:42:00,2011-11-29 16:32:00,641.94,213.98,230.46,292,26.5,10,53,53,United Kingdom,641.94,4420.91
15298,12,2010-12-08 13:55:00,2011-12-07 17:17:00,4799.9,399.99,358.44,3116,32.73,2,364,364,United Kingdom,4799.9,4813.09
15299,7,2010-12-02 16:48:00,2011-10-03 14:19:00,4507.01,643.86,600.0,2948,50.5,67,304,304,United Kingdom,4507.01,5411.38
15300,1,2011-10-06 17:08:00,2011-10-06 17:08:00,496.44,496.44,496.44,292,,64,0,1,United Kingdom,496.44,5957.28
15301,12,2010-12-06 12:21:00,2011-10-20 09:57:00,5049.95,420.83,473.46,2751,28.45,51,317,317,United Kingdom,5049.95,5814.61
15303,1,2011-02-22 13:59:00,2011-02-22 13:59:00,574.02,574.02,574.02,248,,290,0,1,United Kingdom,574.02,6888.24
15304,8,2010-12-06 11:42:00,2011-10-10 10:23:00,694.4,86.8,98.02,104,43.57,61,307,307,United Kingdom,694.4,825.59
15306,3,2011-07-14 15:22:00,2011-10-06 12:56:00,1174.35,391.45,344.62,810,41.5,64,83,83,United Kingdom,1174.35,5164.31
15307,1,2011-09-05 11:38:00,2011-09-05 11:38:00,205.3,205.3,205.3,37,,96,0,1,United Kingdom,205.3,2463.6
15308,1,2011-03-10 13:08:00,2011-03-10 13:08:00,310.47,310.47,310.47,175,,274,0,1,United Kingdom,310.47,3725.64
15311,91,2010-12-01 09:41:00,2011-12-09 12:00:00,60632.75,666.29,453.02,38147,3.59,1,373,373,United Kingdom,60632.75,59332.32
15312,4,2010-12-20 12:51:00,2011-09-25 13:10:00,924.85,231.21,238.32,516,92.33,75,279,279,United Kingdom,924.85,1209.93
15313,1,2011-08-21 16:02:00,2011-08-21 16:02:00,52.0,52.0,52.0,25,,110,0,1,United Kingdom,52.0,624.0
15314,1,2011-05-24 14:39:00,2011-05-24 14:39:00,327.97,327.97,327.97,313,,199,0,1,United Kingdom,327.97,3935.64
15315,2,2011-08-15 15:17:00,2011-10-06 12:51:00,570.5,285.25,285.25,862,51.0,64,51,51,United Kingdom,570.5,4082.99
15316,1,2011-01-17 11:34:00,2011-01-17 11:34:00,165.0,165.0,165.0,100,,327,0,1,United Kingdom,165.0,1980.0
15318,1,2011-12-06 11:30:00,2011-12-06 11:30:00,312.62,312.62,312.62,642,,4,0,1,United Kingdom,312.62,3751.44
15319,1,2011-03-01 12:48:00,2011-03-01 12:48:00,204.5,204.5,204.5,175,,284,0,1,United Kingdom,204.5,2454.0
15320,1,2011-10-26 13:27:00,2011-10-26 13:27:00,267.13,267.13,267.13,326,,44,0,1,United Kingdom,267.13,3205.56
15321,3,2011-02-21 11:10:00,2011-09-30 09:40:00,2748.31,916.1,1159.47,1181,110.0,71,220,220,United Kingdom,2748.31,4559.7
15322,1,2011-09-15 09:34:00,2011-09-15 09:34:00,679.68,679.68,679.68,416,,86,0,1,United Kingdom,679.68,8156.16
15325,1,2011-08-28 11:55:00,2011-08-28 11:55:00,161.74,161.74,161.74,231,,104,0,1,United Kingdom,161.74,1940.88
15326,1,2011-01-10 11:38:00,2011-01-10 11:38:00,311.71,311.71,311.71,386,,334,0,1,United Kingdom,311.71,3740.52
15327,1,2011-10-18 11:55:00,2011-10-18 11:55:00,208.75,208.75,208.75,116,,53,0,1,United Kingdom,208.75,2505.0
15329,3,2011-06-21 10:37:00,2011-10-31 15:36:00,1049.7,349.9,309.1,486,66.0,39,132,132,United Kingdom,1049.7,2902.58
15330,2,2011-10-10 12:30:00,2011-11-07 17:50:00,714.96,357.48,357.48,1312,28.0,32,28,28,United Kingdom,714.96,8579.52
15332,4,2010-12-05 12:00:00,2010-12-08 14:43:00,1661.06,415.26,250.5,652,1.0,366,3,3,Lithuania,1661.06,19932.72
15333,1,2011-05-15 13:27:00,2011-05-15 13:27:00,1028.56,1028.56,1028.56,344,,208,0,1,United Kingdom,1028.56,12342.72
15334,3,2011-06-19 13:51:00,2011-07-06 11:22:00,350.82,116.94,114.5,273,8.0,157,16,16,United Kingdom,350.82,4209.84
15335,1,2011-10-17 12:50:00,2011-10-17 12:50:00,170.22,170.22,170.22,79,,54,0,1,United Kingdom,170.22,2042.64
15339,2,2011-01-25 13:15:00,2011-10-04 12:51:00,574.07,287.03,287.03,416,251.0,66,251,251,United Kingdom,574.07,834.8
15341,1,2011-09-20 09:40:00,2011-09-20 09:40:00,2020.52,2020.52,2020.52,812,,81,0,1,United Kingdom,2020.52,24246.24
15342,1,2011-08-02 10:19:00,2011-08-02 10:19:00,406.09,406.09,406.09,283,,130,0,1,United Kingdom,406.09,4873.08
15343,1,2011-09-13 13:55:00,2011-09-13 13:55:00,364.5,364.5,364.5,84,,87,0,1,United Kingdom,364.5,4374.0
15344,3,2011-09-26 14:48:00,2011-12-09 10:45:00,563.94,187.98,151.95,116,36.5,1,73,73,United Kingdom,563.94,2819.7
15345,1,2011-10-25 11:28:00,2011-10-25 11:28:00,393.54,393.54,393.54,81,,46,0,1,United Kingdom,393.54,4722.48
15346,1,2011-01-11 11:18:00,2011-01-11 11:18:00,252.42,252.42,252.42,144,,333,0,1,United Kingdom,252.42,3029.04
15347,1,2010-12-08 15:25:00,2010-12-08 15:25:00,201.6,201.6,201.6,130,,366,0,1,United Kingdom,201.6,2419.2
15348,1,2011-09-28 13:17:00,2011-09-28 13:17:00,158.04,158.04,158.04,84,,72,0,1,United Kingdom,158.04,1896.48
15349,2,2011-06-05 15:46:00,2011-07-04 16:06:00,463.91,231.96,231.96,321,29.0,158,29,29,United Kingdom,463.91,5566.92
15350,1,2010-12-01 13:33:00,2010-12-01 13:33:00,115.65,115.65,115.65,51,,373,0,1,United Kingdom,115.65,1387.8
15351,7,2010-12-05 11:49:00,2011-11-27 12:52:00,1934.66,276.38,252.62,742,58.83,12,357,357,United Kingdom,1934.66,1978.01
15353,2,2010-12-07 11:49:00,2011-03-30 12:15:00,770.12,385.06,385.06,341,113.0,255,113,113,United Kingdom,770.12,2487.56
15355,2,2011-10-17 15:22:00,2011-11-10 13:44:00,277.05,138.52,138.52,45,23.0,29,23,23,United Kingdom,277.05,3324.6
15356,10,2010-12-06 14:05:00,2011-11-08 13:11:00,2718.03,271.8,276.6,1643,37.0,31,336,336,United Kingdom,2718.03,2952.62
15358,22,2010-12-09 10:04:00,2011-12-05 09:04:00,8347.2,379.42,373.73,7050,16.95,5,360,360,United Kingdom,8347.2,8463.13
15360,1,2011-10-31 09:35:00,2011-10-31 09:35:00,427.93,427.93,427.93,223,,40,0,1,United Kingdom,427.93,5135.16
15361,1,2010-12-13 09:52:00,2010-12-13 09:52:00,418.92,418.92,418.92,336,,362,0,1,United Kingdom,418.92,5027.04
15363,1,2010-12-02 12:28:00,2010-12-02 12:28:00,326.0,326.0,326.0,144,,373,0,1,United Kingdom,326.0,3912.0
15364,2,2011-03-30 13:39:00,2011-09-05 09:46:00,913.19,456.6,456.6,493,158.0,96,158,158,United Kingdom,913.19,2109.58
15365,7,2011-01-28 13:08:00,2011-11-14 08:29:00,2314.32,330.62,218.72,1084,48.0,26,289,289,United Kingdom,2314.32,2922.93
15366,2,2010-12-16 15:59:00,2011-09-25 15:01:00,602.51,301.26,301.26,621,282.0,75,282,282,United Kingdom,602.51,779.84
15367,4,2011-03-09 13:53:00,2011-10-13 14:13:00,1877.59,469.4,543.0,1057,72.33,57,218,218,United Kingdom,1877.59,3143.67
15368,1,2011-11-18 14:42:00,2011-11-18 14:42:00,446.94,446.94,446.94,230,,21,0,1,United Kingdom,446.94,5363.28
15370,7,2011-01-11 11:32:00,2011-10-30 10:58:00,2386.05,340.86,373.72,830,48.17,41,291,291,United Kingdom,2386.05,2992.81
15372,1,2011-07-25 16:39:00,2011-07-25 16:39:00,2007.4,2007.4,2007.4,2924,,137,0,1,United Kingdom,2007.4,24088.8
15373,12,2010-12-03 14:40:00,2011-12-01 15:05:00,2415.91,201.33,189.5,500,32.64,8,363,363,United Kingdom,2415.91,2429.22
15374,1,2011-08-03 09:59:00,2011-08-03 09:59:00,168.0,168.0,168.0,126,,129,0,1,United Kingdom,168.0,2016.0
15376,3,2011-05-01 13:45:00,2011-10-30 15:04:00,1221.56,407.19,334.85,615,90.5,40,182,182,United Kingdom,1221.56,2449.83
15379,7,2010-12-16 13:02:00,2011-06-23 13:13:00,3703.29,529.04,371.84,2305,30.83,169,189,189,United Kingdom,3703.29,7151.86
15380,5,2010-12-09 15:01:00,2011-12-01 12:13:00,1690.26,338.05,352.46,376,88.75,9,356,356,United Kingdom,1690.26,1732.99
15381,2,2011-03-16 13:44:00,2011-05-10 11:55:00,596.85,298.42,298.42,171,54.0,214,54,54,United Kingdom,596.85,4034.26
15382,6,2011-02-17 12:01:00,2011-11-25 10:58:00,5955.71,992.62,794.01,4012,55.8,15,280,280,United Kingdom,5955.71,7763.69
15384,2,2010-12-15 11:34:00,2011-06-23 10:57:00,642.41,321.2,321.2,596,189.0,170,189,189,United Kingdom,642.41,1240.63
15385,1,2011-10-30 15:11:00,2011-10-30 15:11:00,316.88,316.88,316.88,161,,40,0,1,United Kingdom,316.88,3802.56
15386,1,2011-06-06 13:47:00,2011-06-06 13:47:00,394.14,394.14,394.14,446,,186,0,1,United Kingdom,394.14,4729.68
15388,1,2011-03-14 13:53:00,2011-03-14 13:53:00,140.54,140.54,140.54,88,,270,0,1,Canada,140.54,1686.48
15389,1,2011-06-20 16:18:00,2011-06-20 16:18:00,500.0,500.0,500.0,400,,172,0,1,United Kingdom,500.0,6000.0
